name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
The Truman Show,2,1998,1998-06-05,0.8378378378378377,0.404991322790124,Peter Weir,Andrew Niccol,Jim Carrey,0.7190388170055453,0.1685323190925766,0.0927625859630092,0.0422498019540533,0.132013201320132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6554054054054054,6,2,0
Pitch Perfect 2,6,2015,2015-05-15,0.6081081081081081,0.0608196369530389,Elizabeth Banks,Kay Cannon,Anna Kendrick,0.7190388170055453,0.081452933592137,0.1008496563662091,0.0002640612622128,0.1716171617161716,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,5,2,1
Fierce Creatures,6,1997,1997-01-24,0.6081081081081081,0.00998556228945,Fred Schepisi,John Cleese,John Cleese,0.1066807499339846,0.0702168838501448,0.0032947456416632,0.049775547927119,0.099009900990099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162161,1,1,0
Biggles: Adventures in Time,2,1986,1988-01-29,0.5135135135135135,0.0011521001347936,John Hough,W.E. Johns,Neil Dickson,0.1066807499339846,0.1003196859495765,0.0277437378066639,0.0001320306311064,0.1485148514851485,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135135,1,1,0
The Pillow Book,5,1996,1997-06-06,0.6486486486486487,0.0054021621148641,Peter Greenaway,Sei Shonagon,Vivian Wu,0.001584367573277,0.1003196859495765,0.0008332385358775,0.0005281225244256,0.2079207920792079,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,6,2,0
Hey Ram,5,2000,2000-02-18,0.8108108108108107,0.00498548937172,Kamal Haasan,H. Banerjee,Kamal Haasan,0.0080538684974914,0.1003196859495765,9.636189153110076e-05,0.0001320306311064,0.4059405940594059,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,2,1,0
Jupiter Ascending,6,2015,2015-02-06,0.4594594594594594,0.075819855706229,Lana Wachowski,Lilly Wachowski,Channing Tatum,0.7190388170055453,0.4943777616103506,0.0645843108905717,0.0439662001584367,0.2112211221122112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.589527027027027,2,1,0
Beautiful Girls,8,1996,1996-02-09,0.7027027027027025,0.0133189442346034,Ted Demme,Scott Rosenberg,Matt Dillon,0.7190388170055453,0.1003196859495765,0.0037220002748382,0.0097702667018748,0.1617161716171617,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5912162162162162,2,1,0
Red Heat,8,1988,1988-06-17,0.5675675675675674,0.0279024902446494,Walter Hill,Walter Hill,Arnold Schwarzenegger,0.7190388170055453,0.081452933592137,0.0122905924893046,0.0033007657776604,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6261261261261262,6,2,0
Last Chance Harvey,6,2008,2009-01-16,0.635135135135135,0.0087355440600175,Joel Hopkins,Joel Hopkins,Dustin Hoffman,0.7190388170055453,0.1003196859495765,0.0114384634177999,0.000660153155532,0.099009900990099,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621621,1,1,0
Tag,8,2018,2018-06-15,0.6216216216216215,0.0504028183744346,Jeff Tomsic,Rob McKittrick,Jeremy Renner,0.7190388170055453,0.0786439211566389,0.0274406633317635,0.0002640612622128,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6648648648648647,6,2,0
Romancing the Stone,2,1984,1984-03-30,0.6756756756756757,0.0358192723643886,Robert Zemeckis,Diane Thomas,Michael Douglas,0.0027726432532347,0.028081697317674,0.0304054978821579,0.03168735146554,0.1419141914191419,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,3,1,0
Alone in the Dark,8,2005,2005-01-28,0.0675675675675675,0.0174856716660451,Uwe Boll,Elan Mastai,Christian Slater,0.0246897280168999,0.0561718216726545,0.0044581102133639,0.0001320306311064,0.1089108910891089,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6411411411411412,1,1,0
Resident Evil: Extinction,8,2007,2007-09-21,0.5810810810810811,0.0779032194219499,Russell Mulcahy,Paul W.S. Anderson,Milla Jovovich,0.0349881172432004,0.1263971325601058,0.0518808453851088,0.0073937153419593,0.1023102310231023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.543918918918919,9,3,0
The Watch,8,2012,2012-07-27,0.5135135135135135,0.0512361638607229,Akiva Schaffer,Jared Stern,Ben Stiller,0.7190388170055453,0.191004418576561,0.023976697321387,0.03168735146554,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5743243243243243,7,3,0
Breaking the Waves,8,1996,1996-11-13,0.7972972972972973,0.0266524720152168,Lars von Trier,Lars von Trier,Emily Watson,0.0040929495642989,0.1003196859495765,0.0013444908316724,0.000660153155532,0.3168316831683168,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,11,4,0
Raw,8,2016,2017-03-15,0.6891891891891891,0.0266524720152168,Julia Ducournau,Julia Ducournau,Garance Marillier,0.0349881172432004,0.1003196859495765,0.0010875442849966,0.0001320306311064,0.1188118811881188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,3,1,0
Asterix and Obelix vs. Caesar,5,1999,2000-07-14,0.554054054054054,0.0166523261797567,Claude Zidi,René Goscinny,Christian Clavier,0.0349881172432004,0.1003196859495765,0.0005732760923247,0.0003960918933192,0.1518151815181518,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,7,3,0
21 Grams,8,2003,2004-01-16,0.7702702702702702,0.0949868018908609,Alejandro G. Iñárritu,Guillermo Arriaga,Sean Penn,0.7190388170055453,0.0561718216726545,0.0212231511606844,0.0003960918933192,0.2013201320132013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6413721413721414,1,1,0
I Give It a Year,8,2013,2013-02-08,0.5135135135135135,0.0149856352071801,Dan Mazer,Dan Mazer,Rose Byrne,0.1066807499339846,0.1003196859495765,0.0102302804479871,0.002244520728809,0.1122112211221122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135135,2,1,0
Hudson Hawk,8,1991,1991-05-24,0.527027027027027,0.0224857445837751,Michael Lehmann,Bruce Willis,Bruce Willis,0.7190388170055453,0.1825773812700669,0.006047166855621,0.0124108793240031,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.689189189189189,5,2,0
Pelle the Conqueror,6,1987,1988-12-21,0.7972972972972973,0.0041521438854316,Bille August,Martin Andersen Nexø,Pelle Hvenegaard,0.0040929495642989,0.1003196859495765,0.0007246929407636,0.0001320306311064,0.3102310231023102,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,12,4,0
Noah,6,2014,2014-03-28,0.5135135135135135,0.1024869112674559,Darren Aronofsky,Darren Aronofsky,Russell Crowe,0.7190388170055453,0.35111812739995,0.1261569068400244,0.0422498019540533,0.2475247524752475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7255717255717256,3,1,0
The Departed,8,2006,2006-10-06,0.8918918918918918,0.499992708226995,Martin Scorsese,William Monahan,Leonardo DiCaprio,0.7190388170055453,0.2528026921575181,0.1023673665187134,0.0439662001584367,0.2904290429042904,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7132132132132132,10,4,0
Restoration,8,1995,1996-02-02,0.635135135135135,0.0037354711422874,Michael Hoffman,Rose Tremain,Robert Downey Jr.,0.7190388170055453,0.0533628092371564,0.0014068444205823,0.0010562450488513,0.1782178217821782,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6576576576576576,2,1,0
Where the Day Takes You,8,1992,1992-09-11,0.635135135135135,0.0013187692320513,Marc Rocco,Michael Hitchcock,Dermot Mulroney,0.7190388170055453,0.0084186102691876,0.0001369193299467,0.0010562450488513,0.1386138613861386,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.635135135135135,9,3,0
Hampstead,6,2017,2019-06-14,0.554054054054054,0.0022354492669684,Joel Hopkins,Robert Festinger,Lesley Manville,0.1066807499339846,0.1003196859495765,0.0022249086435946,0.0005281225244256,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.554054054054054,6,2,0
Weekend,5,2011,2011-11-04,0.7702702702702702,0.0120689260051709,Andrew Haigh,Andrew Haigh,Tom Cullen,0.1066807499339846,0.1003196859495765,0.0004185427056058,0.0001320306311064,0.1122112211221122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7702702702702702,11,4,0
Withnail & I,8,1987,1987-06-19,0.7702702702702702,0.0170689989229009,Bruce Robinson,Bruce Robinson,Richard E. Grant,0.1066807499339846,0.1003196859495765,0.0005717981729048,0.0010562450488513,0.1452145214521452,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7702702702702702,6,2,0
Jekyll and Hyde... Together Again,8,1982,1982-10-01,0.5810810810810811,0.0004437564714485,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,0.7190388170055453,0.0140366351401837,0.0013317708203533,0.0422498019540533,0.0792079207920792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5810810810810811,10,4,0
Gravity,6,2013,2013-10-04,0.7837837837837839,0.3266568470790199,Alfonso Cuarón,Alfonso Cuarón,Sandra Bullock,0.1066807499339846,0.2808928165124987,0.2539971688163579,0.0439662001584367,0.0924092409240924,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5278219395866454,10,4,0
The Croods,2,2013,2013-03-22,0.7162162162162162,0.0829032923396799,Kirk DeMicco,Chris Sanders,Nicolas Cage,0.7190388170055453,0.3792082517549305,0.2062361425254548,0.0036968576709796,0.1155115511551155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.58004158004158,3,1,0
Twentynine Palms,4,2003,2003-09-17,0.4459459459459459,0.0018187765238243,Bruno Dumont,Bruno Dumont,Yekaterina Golubeva,0.0349881172432004,0.1003196859495765,5.88955103433016e-05,0.0002640612622128,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4459459459459459,9,3,0
Jurassic World: Fallen Kingdom,6,2018,2018-06-22,0.5810810810810811,0.1154037663049252,J.A. Bayona,Derek Connolly,Chris Pratt,0.7190388170055453,0.4775236869973623,0.4602573981269213,0.049775547927119,0.2145214521452145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7668918918918919,6,2,0
Wimbledon,6,2004,2004-09-17,0.5945945945945946,0.0254024537857843,Richard Loncraine,Adam Brooks,Kirsten Dunst,0.1066807499339846,0.0870709584631331,0.0146393847078105,0.049775547927119,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6047297297297297,9,3,0
Passenger 57,8,1992,1992-11-06,0.5405405405405405,0.0191523626386218,Kevin Hooks,Stewart Raffill,Wesley Snipes,0.7190388170055453,0.0421267594951642,0.0154764799530869,0.0439662001584367,0.0693069306930693,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486486,11,4,0
The Darkest Hour,6,2011,2011-12-25,0.4054054054054054,0.024569108299496,Chris Gorak,Jon Spaihts,Emile Hirsch,0.7190388170055453,0.084261946027635,0.0226978910167847,0.007921837866385,0.0858085808580858,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.679054054054054,12,4,0
Rambo: Last Blood,8,2019,2019-09-20,0.5675675675675674,0.0362359451075328,Adrian Grunberg,Matthew Cirulnick,Sylvester Stallone,0.7190388170055453,0.1404421947375961,0.032132821472426,0.0076577766041721,0.0858085808580858,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5658238884045336,9,3,0
Blame It on Rio,8,1984,1984-02-17,0.527027027027027,0.0041521438854316,Stanley Donen,Charlie Peters,Michael Caine,0.7190388170055453,0.1003196859495765,0.0065481738122053,0.0003960918933192,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6023166023166022,2,1,0
Fever Pitch,6,2005,2005-04-08,0.5810810810810811,0.0179023444091893,Bobby Farrelly,Lowell Ganz,Drew Barrymore,0.7190388170055453,0.084261946027635,0.0177732643698387,0.0083179297597042,0.1353135313531353,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5375375375375375,4,2,0
Wolfen,8,1981,1981-07-24,0.5945945945945946,0.0039021402395451,Michael Wadleigh,Whitley Strieber,Albert Finney,0.7190388170055453,0.0477447843661603,0.0037321736146474,0.007921837866385,0.1716171617161716,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5675675675675674,7,3,0
Battle in Heaven,4,2005,2005-10-26,0.4999999999999999,0.0025271201871693,Carlos Reygadas,Carlos Reygadas,Marcos Hernández,0.0027726432532347,0.1003196859495765,9.05850810228616e-05,0.0001320306311064,0.1155115511551155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,10,4,0
Meet the Applegates,8,1990,1991-02-01,0.4864864864864864,0.0009020964889071,Michael Lehmann,Michael Lehmann,Ed Begley Jr.,0.7190388170055453,0.0140366351401837,0.0001705026604913,0.0001320306311064,0.0891089108910891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,2,1,0
Riddick,8,2013,2013-09-06,0.6081081081081081,0.0654030371276247,David Twohy,David Twohy,Vin Diesel,0.0246897280168999,0.1067340455116194,0.0345375811085461,0.0001320306311064,0.1848184818481848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6162162162162161,9,3,0
Hell Ride,8,2008,2009-01-17,0.4324324324324324,0.0062355076011525,Larry Bishop,Larry Bishop,Larry Bishop,0.7190388170055453,0.1003196859495765,0.0001369109007484,0.0073937153419593,0.0693069306930693,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4324324324324324,1,1,0
Jesus of Montreal,8,1989,1990-05-25,0.7567567567567567,0.0028187911073703,Denys Arcand,Denys Arcand,Lothaire Bluteau,0.0246897280168999,0.1003196859495765,0.0005624041827136,0.0003960918933192,0.1881188118811881,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,5,2,0
White Oleander,6,2002,2002-10-11,0.7027027027027025,0.012485598748315,Peter Kosminsky,Janet Fitch,Michelle Pfeiffer,0.7190388170055453,0.0449357719306623,0.0076115572053925,0.0439662001584367,0.1518151815181518,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675675,10,4,0
